Phone Number,International Plan,Voice mail Plan,Account Length,Total day Charge,Number Customer Service calls,Churn,State,churn_probability,predicted_churn,risk_tier
 356-3646, no, no,115,31.3,2,No,NV,0.01,No,Low
 351-9604, no, yes,141,35.17,2,No,NM,0.07,No,Low
 355-9581, no, no,51,44.18,1,No,MN,0.16,No,Low
 396-5189, no, no,100,34.65,0,No,NJ,0.02,No,Low
 356-9187, no, yes,96,42.3,3,No,IN,0.02,No,Low
 394-5537, no, yes,112,37.67,1,No,DC,0.02,No,Low
 408-2712, yes, no,129,32.79,1,No,MA,0.08,No,Low
 404-4486, no, no,163,20.81,1,No,ME,0.01,No,Low
 355-1113, no, yes,67,17.83,1,No,NH,0.03,No,Low
 411-4674, no, no,140,29.44,3,No,AZ,0.01,No,Low
 376-4519, no, no,49,20.3,2,No,OR,0.02,No,Low
 365-5979, no, no,46,42.55,2,Yes,KS,0.83,Yes,Critical
 382-2879, no, no,148,30.31,1,No,NE,0.06,No,Low
 420-1383, no, no,112,41.38,1,No,MI,0.22,No,Low
 411-7390, no, no,78,26.35,2,No,SC,0.0,No,Low
 383-8848, no, yes,61,49.08,0,No,PA,0.03,No,Low
 387-9301, no, yes,58,40.87,1,No,MT,0.03,No,Low
 399-3164, no, no,155,32.35,1,No,NM,0.02,No,Low
 385-8997, no, no,100,47.26,0,Yes,OH,0.87,Yes,Critical
 352-6573, no, no,113,26.35,1,No,WY,0.06,No,Low
 408-3384, no, no,81,26.1,2,No,MI,0.02,No,Low
 419-6033, no, yes,135,46.48,1,No,AR,0.03,No,Low
 336-2090, no, no,99,26.4,0,No,FL,0.0,No,Low
 343-7242, no, yes,59,22.63,1,No,AR,0.0,No,Low
 376-1713, no, no,135,41.96,1,No,MO,0.04,No,Low
 381-5878, yes, no,85,28.12,2,No,WI,0.18,No,Low
 390-5470, no, no,70,10.12,0,No,TX,0.02,No,Low
 414-4803, no, no,88,23.51,3,No,TX,0.0,No,Low
 382-5478, no, no,55,48.74,2,No,NM,0.05,No,Low
 333-7637, no, no,75,19.94,1,No,GA,0.01,No,Low
 341-1647, no, yes,79,44.93,4,No,ID,0.08,No,Low
 411-4232, no, no,85,21.74,0,No,AL,0.03,No,Low
 339-2616, no, yes,86,38.34,0,No,KS,0.03,No,Low
 327-3850, no, no,91,25.33,0,No,SD,0.02,No,Low
 328-7209, no, yes,149,33.81,1,No,LA,0.03,No,Low
 405-6189, no, no,97,43.59,1,Yes,OH,0.81,Yes,Critical
 418-6737, no, no,88,45.02,1,Yes,MA,0.88,Yes,Critical
 366-2212, no, no,60,16.69,2,No,AZ,0.01,No,Low
 356-1420, no, no,54,27.17,2,No,KY,0.04,No,Low
 343-1323, no, yes,11,32.4,3,No,DC,0.04,No,Low
 361-8239, no, no,109,31.28,0,No,WA,0.06,No,Low
 384-1621, no, no,90,44.51,1,No,UT,0.13,No,Low
 360-3525, no, no,115,25.14,3,No,RI,0.0,No,Low
 392-3813, no, yes,144,18.09,1,No,OH,0.05,No,Low
 337-6898, no, no,91,22.73,0,No,NV,0.03,No,Low
 366-8036, no, yes,105,32.9,0,No,ND,0.0,No,Low
 352-8327, yes, no,71,30.29,3,Yes,NV,0.89,Yes,Critical
 334-9505, no, yes,132,38.45,3,Yes,FL,0.66,Yes,High
 336-5702, no, no,112,28.97,1,No,MD,0.02,No,Low
 392-2381, no, yes,86,12.05,3,No,AZ,0.1,No,Low
 369-6880, no, yes,41,33.05,2,No,AL,0.02,No,Low
 416-8697, no, no,44,40.85,1,No,NE,0.02,No,Low
 345-3451, no, no,78,12.75,3,No,NV,0.01,No,Low
 379-2514, no, no,149,11.75,1,No,IL,0.01,No,Low
 418-6651, no, yes,72,16.42,4,Yes,WV,0.41,No,Medium
 421-3528, no, yes,139,36.48,0,No,MI,0.01,No,Low
 329-9046, no, no,74,25.25,3,No,AR,0.01,No,Low
 406-3890, no, no,50,43.88,1,No,UT,0.05,No,Low
 403-8904, no, yes,141,25.45,3,No,GA,0.02,No,Low
 393-4086, no, no,140,25.47,1,No,AZ,0.05,No,Low
 400-1367, no, no,99,32.37,2,No,ID,0.02,No,Low
 377-9473, no, no,166,30.84,1,No,HI,0.0,No,Low
 396-3068, no, no,124,25.69,1,No,NV,0.02,No,Low
 331-9293, no, no,74,26.47,0,No,MD,0.02,No,Low
 347-1914, no, no,117,25.48,2,No,GA,0.02,No,Low
 395-1962, no, no,85,37.79,3,No,GA,0.0,No,Low
 401-5485, no, yes,36,25.4,0,No,UT,0.02,No,Low
 355-6560, yes, no,102,39.75,0,No,MA,0.12,No,Low
 363-3911, no, no,76,34.71,0,No,IN,0.08,No,Low
 345-1998, no, no,165,41.29,1,No,VT,0.07,No,Low
 361-5277, no, no,130,25.57,1,No,IA,0.01,No,Low
 376-7145, no, no,78,35.51,0,No,IN,0.04,No,Low
 375-2975, yes, no,55,32.62,1,Yes,AL,0.97,Yes,Critical
 376-8573, yes, no,92,22.22,2,Yes,ME,0.88,Yes,Critical
 366-7360, no, yes,129,20.33,2,No,RI,0.03,No,Low
 347-7898, no, no,18,46.51,1,No,MD,0.07,No,Low
 390-7328, yes, no,161,26.54,2,No,FL,0.09,No,Low
 356-5491, no, yes,93,30.38,2,No,CA,0.04,No,Low
 373-3251, no, no,144,30.18,2,No,AL,0.01,No,Low
 343-1965, yes, no,75,35.92,4,Yes,ME,0.34,No,Medium
 378-8019, no, no,95,29.78,1,No,WV,0.0,No,Low
 386-1548, no, yes,126,19.43,3,No,SD,0.01,No,Low
 397-1649, no, yes,124,42.74,1,No,FL,0.04,No,Low
 366-7247, yes, no,93,36.87,1,Yes,MI,0.85,Yes,Critical
 402-9691, yes, yes,109,36.92,0,No,MI,0.04,No,Low
 334-9806, no, no,80,35.07,0,No,NM,0.0,No,Low
 378-7733, no, no,41,27.08,1,No,AK,0.01,No,Low
 407-2248, no, yes,136,24.33,2,No,OH,0.01,No,Low
 405-3916, no, no,92,26.18,3,Yes,MO,0.57,Yes,High
 407-2081, no, yes,143,31.72,1,No,KS,0.0,No,Low
 397-9148, no, yes,118,29.04,5,Yes,MS,0.7,Yes,High
 415-4857, no, yes,193,21.08,1,No,VT,0.01,No,Low
 354-7314, no, no,73,33.71,3,No,NE,0.01,No,Low
 346-5611, no, no,62,29.38,2,No,VA,0.0,No,Low
 349-4703, no, yes,30,36.96,0,No,DE,0.0,No,Low
 411-7778, yes, yes,60,45.2,0,Yes,AL,0.88,Yes,Critical
 421-1469, no, yes,148,15.91,1,No,ID,0.02,No,Low
 420-5990, no, no,96,16.69,2,No,MS,0.02,No,Low
 389-4780, no, no,52,36.5,2,No,OK,0.0,No,Low
 357-2735, no, no,87,28.59,1,No,NM,0.0,No,Low
 409-4791, no, no,41,34.49,3,No,WI,0.04,No,Low
 380-5286, no, no,112,44.44,1,No,WV,0.07,No,Low
 394-8402, no, no,88,12.46,4,Yes,SC,0.76,Yes,Critical
 392-1616, no, yes,122,43.13,7,No,KY,0.11,No,Low
 364-1969, no, no,61,7.65,2,No,MO,0.0,No,Low
 390-4152, no, no,87,39.32,1,No,IL,0.03,No,Low
 367-7039, no, no,176,8.06,2,No,OK,0.07,No,Low
 391-6607, no, no,30,38.66,0,No,MI,0.07,No,Low
 379-6652, no, yes,95,6.95,0,No,NJ,0.01,No,Low
 384-1833, no, no,46,21.22,2,No,ID,0.05,No,Low
 403-2455, yes, no,100,11.65,0,No,DC,0.06,No,Low
 391-1348, no, yes,47,27.8,2,No,NY,0.0,No,Low
 408-4174, no, no,77,27.71,2,No,AL,0.01,No,Low
 366-4334, no, yes,98,36.33,2,No,OR,0.07,No,Low
 406-5059, no, yes,125,34.22,1,No,OK,0.1,No,Low
 373-6784, no, no,67,52.77,4,No,LA,0.18,No,Low
 408-3532, no, no,194,8.23,1,No,NE,0.08,No,Low
 350-8680, no, yes,128,29.1,1,No,TX,0.03,No,Low
 398-9870, no, yes,190,28.31,0,No,UT,0.02,No,Low
 343-3356, no, no,165,36.82,0,No,OR,0.01,No,Low
 415-4609, no, no,59,18.33,2,No,NY,0.0,No,Low
 404-5387, no, yes,47,24.02,1,No,AL,0.0,No,Low
 415-8151, no, yes,150,35.68,0,No,RI,0.02,No,Low
 416-2778, yes, yes,152,40.38,9,Yes,MN,0.91,Yes,Critical
 393-3300, no, no,26,39.87,3,No,NC,0.1,No,Low
 391-7661, no, yes,79,17.53,3,No,MD,0.02,No,Low
 339-4317, no, yes,95,22.02,1,No,RI,0.0,No,Low
 418-6455, yes, no,69,47.57,2,Yes,WI,0.92,Yes,Critical
 378-3508, yes, yes,95,23.26,5,Yes,VT,0.84,Yes,Critical
 390-9359, no, yes,31,17.02,0,No,CT,0.01,No,Low
 364-2495, no, yes,121,40.31,4,No,OK,0.02,No,Low
 364-7719, no, no,111,29.38,4,Yes,AK,0.8,Yes,Critical
 421-1189, no, no,157,38.17,2,No,NY,0.08,No,Low
 419-8987, no, no,44,48.98,3,Yes,GA,0.98,Yes,Critical
 402-9980, yes, no,61,13.29,2,No,UT,0.09,No,Low
 376-5908, no, no,65,25.28,2,No,NM,0.01,No,Low
 400-3150, no, yes,74,33.08,2,No,NE,0.0,No,Low
 336-1749, no, no,123,27.12,0,No,NJ,0.01,No,Low
 420-1259, no, yes,58,33.07,1,No,TX,0.0,No,Low
 339-7541, no, no,74,29.6,2,Yes,MT,0.04,No,Low
 378-9029, no, no,125,22.41,2,No,CO,0.03,No,Low
 342-7514, no, no,80,27.3,1,No,VT,0.02,No,Low
 422-4956, no, yes,53,24.96,0,No,RI,0.0,No,Low
 389-8606, no, yes,99,34.12,1,No,WY,0.01,No,Low
 406-7261, no, no,99,24.75,1,No,ID,0.02,No,Low
 417-7973, no, yes,66,39.0,2,No,CT,0.01,No,Low
 390-2891, no, no,97,35.87,3,No,ME,0.02,No,Low
 385-7387, no, yes,75,20.66,2,No,AZ,0.01,No,Low
 362-2776, yes, no,85,36.72,2,No,MD,0.13,No,Low
 329-1955, no, no,108,49.81,2,No,IN,0.24,No,Low
 344-3160, yes, yes,133,37.59,2,Yes,NC,0.93,Yes,Critical
 406-2454, no, no,51,30.86,1,No,DE,0.01,No,Low
 335-3913, no, yes,186,12.63,2,No,MN,0.03,No,Low
 355-7705, yes, no,44,10.59,1,No,WI,0.23,No,Low
 410-7108, no, yes,64,38.86,3,No,FL,0.01,No,Low
 419-1674, no, no,44,38.78,2,Yes,WV,0.84,Yes,Critical
 351-7369, no, yes,114,52.68,1,No,SD,0.11,No,Low
 349-9566, no, no,92,34.32,3,No,FL,0.01,No,Low
 333-3421, no, no,110,25.47,2,No,OR,0.01,No,Low
 393-8199, no, yes,90,31.25,1,No,CO,0.0,No,Low
 388-4879, no, yes,72,31.74,1,No,CT,0.02,No,Low
 353-6007, no, no,113,35.6,1,Yes,IN,0.76,Yes,Critical
 416-1557, no, yes,171,37.94,3,No,PA,0.01,No,Low
 356-7217, no, no,104,27.91,1,No,NM,0.0,No,Low
 350-2012, no, no,165,25.59,1,No,ME,0.05,No,Low
 420-9838, no, no,104,39.81,0,Yes,SD,0.47,No,Medium
 373-6379, no, no,110,9.4,1,No,AR,0.09,No,Low
 355-7293, yes, no,90,37.71,1,No,TX,0.03,No,Low
 406-4588, no, no,114,28.83,1,No,NH,0.03,No,Low
 345-1524, no, no,101,15.25,5,Yes,OK,0.85,Yes,Critical
 375-8493, no, yes,117,13.63,1,No,WI,0.01,No,Low
 361-2924, no, no,109,37.21,2,No,AL,0.02,No,Low
 359-6163, no, no,82,21.37,1,No,PA,0.01,No,Low
 411-8140, no, no,92,29.97,2,No,OK,0.0,No,Low
 381-9049, no, yes,82,35.22,2,No,ME,0.01,No,Low
 344-4478, no, no,90,34.97,2,No,WV,0.01,No,Low
 360-2690, no, yes,87,25.74,1,No,HI,0.0,No,Low
 410-7383, no, no,124,26.78,3,No,MN,0.01,No,Low
 356-1889, no, no,39,27.27,2,No,NY,0.0,No,Low
 341-2360, no, no,84,27.03,1,No,AZ,0.01,No,Low
 370-3021, no, yes,75,36.4,0,No,OH,0.02,No,Low
 336-4656, no, no,102,17.44,2,No,MI,0.03,No,Low
 386-2810, yes, no,62,27.15,0,Yes,MA,0.94,Yes,Critical
 350-1354, no, no,143,34.48,1,No,WV,0.06,No,Low
 346-5707, no, no,53,9.78,3,No,MI,0.06,No,Low
 405-8370, no, no,30,28.88,1,No,NM,0.02,No,Low
 373-2053, no, no,112,57.04,2,Yes,MO,0.98,Yes,Critical
 369-5222, no, no,129,23.72,0,No,RI,0.01,No,Low
 347-7420, no, yes,63,24.19,1,No,NC,0.01,No,Low
 392-6856, no, no,28,31.93,0,No,WY,0.01,No,Low
 371-5556, no, no,111,24.85,3,No,WY,0.03,No,Low
 334-5337, no, no,91,39.41,3,No,PA,0.03,No,Low
 334-8817, no, no,90,32.93,1,No,KY,0.01,No,Low
 339-1405, no, no,151,26.59,4,No,OR,0.16,No,Low
 380-7742, yes, yes,105,37.52,1,Yes,NV,0.92,Yes,Critical
 329-6191, no, yes,41,40.77,2,No,DC,0.03,No,Low
 340-3075, no, yes,48,29.24,1,No,UT,0.0,No,Low
 416-5849, yes, yes,166,21.79,2,No,WA,0.06,No,Low
 334-7443, no, no,79,22.13,3,No,FL,0.02,No,Low
 394-9121, no, no,153,33.22,1,No,VA,0.0,No,Low
 383-1657, yes, no,110,49.86,0,Yes,KS,0.97,Yes,Critical
 347-4112, no, no,163,32.52,1,No,KS,0.01,No,Low
 362-8280, no, no,126,20.81,1,No,DC,0.0,No,Low
 402-9982, no, yes,105,35.63,2,No,ME,0.03,No,Low
 392-8905, no, no,172,36.67,3,No,LA,0.04,No,Low
 392-5512, no, no,126,27.44,0,No,DC,0.0,No,Low
 351-6384, no, no,97,24.51,3,No,TX,0.08,No,Low
 348-8015, yes, yes,95,37.43,0,Yes,NJ,0.89,Yes,Critical
 374-6966, no, no,87,43.55,4,No,DE,0.11,No,Low
 328-2236, no, no,97,19.16,1,No,VT,0.04,No,Low
 372-6497, no, no,76,50.92,0,Yes,GA,0.95,Yes,Critical
 417-8617, no, no,140,33.12,0,No,TX,0.05,No,Low
 361-9621, no, no,169,17.14,0,No,MT,0.02,No,Low
 421-2723, no, yes,68,14.03,3,No,ND,0.04,No,Low
 327-9341, no, yes,122,24.89,2,No,NJ,0.01,No,Low
 383-5474, no, no,36,30.24,2,No,MO,0.02,No,Low
 328-8147, no, yes,120,26.1,5,No,CO,0.11,No,Low
 373-5438, no, no,121,25.62,1,No,KS,0.14,No,Low
 333-9253, no, yes,64,30.62,0,No,NC,0.02,No,Low
 347-9421, no, yes,13,45.1,1,No,MT,0.02,No,Low
 419-3167, no, no,106,21.86,0,No,DE,0.01,No,Low
 414-4162, no, no,88,27.46,2,No,ND,0.01,No,Low
 416-5341, no, no,74,28.1,1,No,VA,0.0,No,Low
 368-8600, no, no,83,33.15,0,No,IL,0.01,No,Low
 336-6085, no, no,49,36.35,0,No,OK,0.04,No,Low
 377-1479, no, yes,111,34.94,1,No,CO,0.01,No,Low
 360-2107, no, yes,50,42.99,3,No,MT,0.05,No,Low
 405-9384, no, yes,153,40.05,0,No,WV,0.04,No,Low
 420-5179, no, no,88,32.64,1,No,ME,0.0,No,Low
 331-3174, no, yes,131,11.75,0,No,WI,0.0,No,Low
 411-5958, no, no,79,44.49,3,Yes,MO,0.84,Yes,Critical
 333-8180, no, no,140,40.04,2,No,NY,0.12,No,Low
 357-2679, no, no,105,36.28,1,No,CT,0.01,No,Low
 396-2867, no, yes,54,35.17,3,No,AR,0.01,No,Low
 341-9443, no, yes,87,44.85,3,No,WY,0.05,No,Low
 341-4103, no, yes,96,31.18,1,No,CA,0.03,No,Low
 416-8701, no, no,79,26.79,5,Yes,CA,0.46,No,Medium
 397-6109, no, no,55,29.85,0,No,MN,0.01,No,Low
 392-5587, no, no,130,41.23,2,No,AK,0.02,No,Low
 392-9342, no, no,34,25.67,0,No,VA,0.0,No,Low
 368-2845, no, no,139,23.48,1,No,CO,0.01,No,Low
 405-4920, no, no,109,45.0,1,Yes,MT,0.88,Yes,Critical
 348-7484, no, yes,65,47.99,1,No,SD,0.04,No,Low
 338-5207, no, no,63,35.9,0,No,NE,0.07,No,Low
 418-7846, no, no,152,33.51,3,No,VT,0.01,No,Low
 358-8729, no, no,147,34.9,1,No,ND,0.02,No,Low
 349-1943, no, yes,112,30.91,2,No,GA,0.0,No,Low
 368-8283, no, no,120,42.84,2,No,OR,0.05,No,Low
 345-1419, no, no,27,32.95,0,No,MT,0.08,No,Low
 358-8025, no, no,171,39.3,1,No,WY,0.06,No,Low
 383-8695, no, yes,101,34.02,0,No,GA,0.03,No,Low
 370-7565, no, yes,32,45.34,1,No,WV,0.09,No,Low
 401-6162, no, yes,3,20.08,2,No,CT,0.03,No,Low
 386-5303, no, no,151,29.8,0,No,IL,0.0,No,Low
 351-6552, no, no,60,21.27,3,No,CO,0.11,No,Low
 345-5338, no, no,119,30.06,1,No,DE,0.03,No,Low
 330-2849, no, no,43,41.12,1,No,LA,0.02,No,Low
 364-6801, no, no,42,41.0,0,No,MA,0.02,No,Low
 375-3003, no, no,84,36.91,1,No,IN,0.02,No,Low
 383-8878, no, no,65,33.22,0,No,NY,0.03,No,Low
 384-2372, yes, no,75,37.81,1,Yes,TX,0.79,Yes,Critical
 377-7107, no, no,116,32.22,1,No,KS,0.01,No,Low
 361-1581, no, no,107,20.93,0,No,WV,0.02,No,Low
 417-7888, no, yes,189,43.64,3,No,NE,0.0,No,Low
 383-8364, no, no,123,27.05,1,No,ND,0.02,No,Low
 396-2335, no, no,110,17.02,3,No,AK,0.0,No,Low
 408-4530, no, yes,63,5.25,1,No,CO,0.01,No,Low
 408-6621, no, no,176,37.94,3,No,ME,0.08,No,Low
 393-7522, no, no,108,31.86,1,No,SC,0.0,No,Low
 338-7120, no, yes,13,53.65,3,No,MN,0.03,No,Low
 357-4265, no, no,71,47.18,1,No,CO,0.08,No,Low
 398-8801, no, no,88,32.27,2,No,KS,0.0,No,Low
 346-2347, no, no,137,25.02,1,No,MS,0.02,No,Low
 343-2741, no, no,82,31.59,4,No,NE,0.1,No,Low
 420-8242, no, yes,92,26.42,3,No,NJ,0.03,No,Low
 402-7746, no, no,165,26.21,6,No,WI,0.39,No,Medium
 332-1494, no, no,96,16.59,1,No,MT,0.03,No,Low
 388-6223, no, no,156,30.4,1,No,AR,0.0,No,Low
 404-9539, no, no,63,25.38,0,No,WA,0.03,No,Low
 341-7332, no, no,37,35.02,0,No,NH,0.01,No,Low
 338-7886, no, no,98,36.86,0,No,IA,0.0,No,Low
 332-5596, no, no,121,17.56,0,No,WV,0.0,No,Low
 348-9945, no, no,94,23.7,0,No,RI,0.01,No,Low
 407-1896, no, no,99,32.5,1,No,KS,0.02,No,Low
 398-9408, no, yes,163,27.2,1,No,MT,0.01,No,Low
 369-8005, no, no,161,37.69,3,No,MO,0.01,No,Low
 346-2530, no, no,99,10.69,1,No,HI,0.03,No,Low
 400-5984, no, no,108,36.65,1,No,CO,0.02,No,Low
 351-1007, no, yes,84,28.1,3,No,CT,0.0,No,Low
 345-5980, yes, yes,83,16.1,2,No,ID,0.04,No,Low
 368-8964, no, no,139,34.54,2,No,DC,0.01,No,Low
 358-1912, no, no,69,33.2,3,No,TN,0.03,No,Low
 379-3132, no, no,129,24.43,4,No,WY,0.15,No,Low
 340-9910, no, no,106,19.45,2,No,MO,0.02,No,Low
 396-2719, no, no,158,37.88,2,No,VA,0.01,No,Low
 369-6204, no, yes,168,29.9,2,No,SD,0.02,No,Low
 420-9971, yes, no,115,42.48,1,Yes,WV,0.94,Yes,Critical
 410-3782, yes, yes,57,39.87,2,No,GA,0.06,No,Low
 404-4481, no, no,67,35.82,1,No,AZ,0.0,No,Low
 383-9255, no, no,127,30.99,1,No,AK,0.01,No,Low
 418-9385, no, no,78,32.35,2,No,AK,0.0,No,Low
 360-9676, no, yes,100,30.11,0,No,CT,0.02,No,Low
 327-3587, no, yes,103,14.82,6,Yes,UT,0.89,Yes,Critical
 385-4715, no, no,113,36.65,1,No,KY,0.04,No,Low
 414-2695, no, no,78,23.36,3,No,MI,0.09,No,Low
 331-5999, no, yes,129,32.78,1,No,OR,0.03,No,Low
 337-7739, no, no,57,25.38,2,No,TN,0.01,No,Low
 388-6658, no, no,82,24.43,1,No,WV,0.01,No,Low
 405-6943, no, no,64,38.22,1,No,NJ,0.03,No,Low
 382-4084, no, yes,86,44.4,2,No,MS,0.0,No,Low
 352-8249, no, yes,151,33.41,0,No,ME,0.05,No,Low
 353-8363, no, no,94,46.1,3,Yes,WY,0.9,Yes,Critical
 416-2825, no, no,90,35.22,2,No,WY,0.02,No,Low
 342-6696, no, no,48,51.07,2,No,IN,0.32,No,Medium
 338-9210, no, yes,85,39.03,2,No,NM,0.03,No,Low
 328-1768, yes, yes,93,31.88,1,No,NJ,0.11,No,Low
 406-5870, yes, no,169,9.71,3,No,DC,0.09,No,Low
 398-3834, no, no,68,27.56,5,Yes,UT,0.59,Yes,High
 330-7754, yes, no,91,24.65,2,Yes,KY,0.95,Yes,Critical
 414-9054, no, no,68,27.12,1,No,KS,0.01,No,Low
 350-2832, no, no,101,32.42,1,No,MI,0.02,No,Low
 414-9027, no, yes,67,39.2,1,No,UT,0.02,No,Low
 337-1225, no, no,66,5.78,0,No,NE,0.02,No,Low
 394-6577, no, yes,116,32.88,5,No,FL,0.02,No,Low
 359-6995, no, no,158,34.34,1,No,LA,0.0,No,Low
 377-7561, no, no,78,32.59,1,No,MT,0.0,No,Low
 380-6631, no, yes,119,27.42,1,No,WA,0.03,No,Low
 390-8876, no, no,120,25.6,1,No,MI,0.02,No,Low
 413-2201, no, no,155,31.38,1,No,KY,0.01,No,Low
 374-2073, no, no,106,37.52,1,No,LA,0.0,No,Low
 417-1272, yes, no,87,28.44,1,No,NM,0.03,No,Low
 358-1129, no, yes,146,26.18,3,No,AL,0.0,No,Low
 394-1211, no, yes,101,20.59,0,No,MO,0.02,No,Low
 327-1319, no, yes,22,30.96,3,No,CO,0.03,No,Low
 399-4413, no, no,90,18.63,2,No,TX,0.0,No,Low
 393-9985, no, no,41,35.68,1,No,NY,0.0,No,Low
 401-8377, no, no,69,28.48,2,No,OR,0.0,No,Low
 331-3202, no, no,33,36.36,2,No,WY,0.0,No,Low
 358-5953, no, no,112,19.69,1,No,UT,0.03,No,Low
 380-7624, no, yes,108,47.02,2,No,LA,0.07,No,Low
 416-5261, no, yes,136,30.5,2,No,NV,0.04,No,Low
 417-5067, no, no,128,31.84,1,No,NC,0.03,No,Low
 345-6515, no, no,27,34.2,2,No,NC,0.0,No,Low
 406-1349, yes, no,161,32.23,1,No,WY,0.17,No,Low
 360-9038, no, yes,33,31.76,0,No,TN,0.02,No,Low
 348-3444, no, yes,120,26.1,0,No,FL,0.02,No,Low
 370-2892, no, no,113,31.89,2,No,CA,0.0,No,Low
 383-4061, yes, no,122,39.25,0,Yes,PA,0.8,Yes,Critical
 391-7937, no, yes,148,41.63,2,No,WV,0.18,No,Low
 389-4083, no, no,74,39.25,3,No,NJ,0.02,No,Low
 410-9633, no, no,106,31.81,1,No,MT,0.04,No,Low
 418-9502, no, no,179,29.02,1,No,MN,0.01,No,Low
 339-6637, yes, yes,149,21.57,5,Yes,WI,0.87,Yes,Critical
 356-3403, no, no,77,32.22,0,No,ID,0.0,No,Low
 371-9457, yes, no,127,30.07,1,Yes,MA,0.92,Yes,Critical
 391-8087, no, no,80,27.39,1,No,OR,0.01,No,Low
 392-6420, no, no,106,28.8,1,No,MT,0.0,No,Low
 399-4094, no, yes,61,43.25,0,No,AL,0.0,No,Low
 378-4013, yes, yes,135,21.71,2,No,ND,0.09,No,Low
 386-6306, no, yes,115,28.99,6,No,LA,0.16,No,Low
 359-3618, yes, no,167,37.25,2,No,ND,0.03,No,Low
 340-8875, yes, no,107,46.5,2,No,MS,0.22,No,Low
 330-2693, yes, no,112,27.52,1,No,WV,0.07,No,Low
 403-7627, no, yes,35,41.09,1,No,WI,0.0,No,Low
 342-3678, yes, no,103,10.68,3,No,KS,0.26,No,Low
 344-9943, no, yes,107,47.79,1,No,MO,0.04,No,Low
 390-5686, no, no,69,38.79,3,No,PA,0.09,No,Low
 358-5826, no, no,85,35.67,0,No,SD,0.01,No,Low
 393-7826, no, no,24,45.15,2,Yes,NJ,0.87,Yes,Critical
 335-9786, no, no,90,36.53,2,No,AL,0.0,No,Low
 368-9860, no, no,137,18.79,3,No,ME,0.03,No,Low
 416-9522, yes, yes,92,47.79,0,No,AZ,0.08,No,Low
 416-7307, no, no,38,23.43,2,No,VT,0.07,No,Low
 397-6789, yes, yes,69,46.16,1,Yes,NV,0.86,Yes,Critical
 335-9501, no, no,45,19.18,2,No,WI,0.0,No,Low
 388-1250, no, no,73,31.84,1,No,HI,0.01,No,Low
 386-1374, no, no,92,33.49,1,No,DE,0.0,No,Low
 346-8112, no, yes,113,30.67,1,No,AZ,0.0,No,Low
 364-9040, yes, no,68,25.25,1,Yes,VA,0.94,Yes,Critical
 366-3944, no, yes,135,33.51,2,No,GA,0.02,No,Low
 331-9861, no, yes,100,26.13,1,No,AZ,0.0,No,Low
 330-2881, no, yes,96,44.42,1,No,MN,0.0,No,Low
 402-9558, no, no,108,41.85,1,No,ME,0.03,No,Low
 341-3180, no, no,84,32.47,0,No,FL,0.02,No,Low
 371-8598, no, no,134,35.41,1,No,WA,0.13,No,Low
 398-8385, no, no,72,43.01,0,No,MT,0.42,No,Medium
 333-4154, no, no,83,34.39,0,No,AL,0.0,No,Low
 330-3589, no, no,137,29.65,0,No,WV,0.03,No,Low
 417-1477, no, yes,56,21.61,1,No,GA,0.03,No,Low
 327-5525, yes, yes,61,24.4,0,No,OH,0.17,No,Low
 363-8244, no, yes,171,31.77,1,No,DE,0.0,No,Low
 419-9104, no, no,123,32.98,1,No,NE,0.03,No,Low
 363-1560, no, no,58,39.92,0,No,FL,0.0,No,Low
 341-4075, no, no,156,21.03,1,No,AK,0.0,No,Low
 366-9074, no, no,166,29.56,0,No,WI,0.1,No,Low
 367-1424, no, yes,75,22.25,1,No,WA,0.05,No,Low
 341-1191, no, no,75,53.48,2,Yes,KY,0.9,Yes,Critical
 342-9480, no, no,83,38.74,1,No,OH,0.03,No,Low
 355-9360, no, no,243,16.24,2,No,UT,0.06,No,Low
 343-1538, no, no,153,31.5,1,No,NM,0.0,No,Low
 335-2331, no, no,150,24.87,1,No,MN,0.01,No,Low
 335-7257, no, yes,92,31.28,2,No,WV,0.01,No,Low
 332-2137, no, no,80,17.99,0,No,MN,0.02,No,Low
 352-2998, no, no,134,30.26,1,No,AL,0.0,No,Low
 346-6941, no, yes,77,25.4,1,No,PA,0.05,No,Low
 400-2203, no, no,147,35.6,2,No,DE,0.0,No,Low
 421-2955, no, no,74,29.26,1,No,MO,0.0,No,Low
 331-6629, yes, no,138,28.78,1,No,IL,0.04,No,Low
 343-6314, no, no,143,20.25,0,No,FL,0.01,No,Low
 414-6638, no, no,64,33.01,2,No,HI,0.04,No,Low
 350-5883, no, no,120,33.8,2,No,ME,0.02,No,Low
 409-4447, yes, no,121,28.51,3,Yes,CO,0.91,Yes,Critical
 376-4856, no, no,88,34.37,2,No,NH,0.0,No,Low
 335-1874, no, no,87,54.83,2,Yes,SC,0.91,Yes,Critical
 397-6255, no, no,100,36.75,0,No,IN,0.01,No,Low
 381-5047, no, no,104,12.99,3,No,FL,0.01,No,Low
 403-6850, no, no,27,12.36,1,No,GA,0.02,No,Low
 375-3658, no, yes,81,35.77,0,No,IL,0.01,No,Low
 341-2603, yes, yes,64,21.62,0,No,NC,0.03,No,Low
 342-5062, no, yes,107,34.31,1,No,VT,0.02,No,Low
 354-1558, no, yes,88,37.32,1,No,DC,0.0,No,Low
